area,name,lat,long,status,note,location
船橋,51-8,35.652409,139.626101,0,○,烏山川緑道（西経堂第二児童遊園脇）
船橋,52-1,35.652546,139.61684,0,○,船橋小学校南側
船橋,52-2,35.650607,139.619411,0,○,有隣病院駐車場東側
船橋,52-3,35.65856764,139.6161196,0,△,大東学園高等学校北側
船橋,52-4,35.659304,139.616775,0,○,千歳温水プール北側
船橋,52-5,35.652563,139.61751,0,○,船橋小学校東側
船橋,52-6,35.656983,139.615508,0,○,希望ヶ丘スイミングクラブ駐車場南側
船橋,52-7,35.651046,139.619601,0,○,畑地西側
船橋,52-8,35.658436,139.617103,0,○,希望丘公園南側
粕谷,53-1,35.66291,139.611904,0,○,粕谷八幡神社北側
千歳台,53-2,35.658482,139.613126,0,○,千歳台小学校西側
粕谷,53-3,35.659051,139.611329,0,○,東京ガス世田谷整圧所南側
千歳台,53-4,35.659216,139.613512,0,○,千歳台小学校北側
千歳台,53-5,35.6543,139.614309,0,○,希望丘記念公園南側
千歳台,53-6,35.653755,139.612863,0,○,畑東側
千歳台,53-7,35.651871,139.614186,0,○,希望丘南公園南側
千歳台,53-8,35.656036,139.614229,0,○,希望丘中公園南側
千歳台,54-1,35.656048,139.607256,0,○,塚戸小学校南側
祖師谷,54-2,35.655368,139.607653,0,○,塚戸公園南側
千歳台,54-3,35.6583023,139.6066432,0,○,千歳中学校東側
千歳台,54-4,35.656994,139.605088,0,○,千歳台三角公園南側
千歳台,54-5,35.658614,139.60649,0,○,千歳中学校北側
千歳台,54-6,35.658422,139.603913,0,○,廻沢西公園北側
粕谷,54-7,35.659096,139.606431,0,○,都立芦花高等学校東側
祖師谷,54-8,35.657649,139.603628,0,○,祖師谷六丁目広場東側
千歳台,55-1,35.6520766,139.612318,0,○,個人宅北側
千歳台,55-2,35.649734,139.613252,0,○,廻沢南公園北側
祖師谷,55-3,35.649414,139.610572,0,○,公社祖師谷住宅１４号棟北側
祖師谷,55-4,35.649327,139.609049,0,○,公社祖師谷住宅空き地北側（１１号棟北）
祖師谷,55-5,35.6493205,139.6083754,0,○,祖師谷駐車場西側
祖師谷,55-6,35.6481354,139.6096737,0,○,祖師谷住宅中央公園南側
祖師谷,55-7,35.647321,139.610863,0,○,個人宅西側
千歳台,56-1,35.6452844,139.6160932,0,○,小田急線高架下小田急クローゼット祖師ヶ谷大蔵北側
祖師谷,56-2,35.648099,139.612364,0,○,祖師谷わかば保育園西側
千歳台,56-3,35.6466901,139.6168687,0,○,笠森公園南側
千歳台,56-4,35.646023,139.615954,0,○,笠森公園西側
祖師谷,56-5,35.64567,139.608828,0,○,個人宅北側
祖師谷,56-6,35.647153,139.612669,0,○,公社管理空き地南側（３０号棟前）
祖師谷,56-7,35.6435696,139.6103698,0,○,オダクル祖師ヶ谷大蔵第一駐輪場北側
千歳台,56-8,35.6486963,139.6150978,0,○,千歳台一丁目広場西側
祖師谷,57-1,35.653919,139.608691,0,○,個人宅東側
祖師谷,57-2,35.649252,139.602761,0,○,仙川（大石橋脇）
祖師谷,57-3,35.64608,139.60346,0,○,成城学園初等学校北側
祖師谷,57-4,35.644796,139.603798,0,○,成城学園初等学校東側
祖師谷,57-5,35.648255,139.607312,0,○,祖師谷四丁目広場東側
祖師谷,57-6,35.644912,139.60482,0,○,祖師谷小学校南側
祖師谷,57-7,35.646198,139.601939,0,○,仙川（稲荷山橋脇）
祖師谷,57-8,35.649941,139.606087,0,○,祖師谷ぞうさん広場北側
成城,58-1,35.638573,139.59994,0,○,カトリック成城教会東側
成城,58-2,35.636989,139.596631,0,○,萬世興業成城社宅東側
成城,58-3,35.63524,139.601817,0,○,NTT砧ビル北側
成城,58-4,35.635743,139.598721,0,○,明正小学校北側
成城,58-5,35.6342406,139.5976677,0,○,成城駐車場北側
成城,58-6,35.634982,139.599685,0,○,明正小学校東側
成城,58-7,35.6337401,139.5977745,0,○,成城排水調整所南側
成城,58-8,35.6318944,139.6031679,0,○,成城一丁目公園南側
成城,59-1,35.641875,139.589121,0,○,野川（神明橋脇）
祖師谷,59-2,35.641439,139.602118,0,△,砧土木管理事務所水防施設西側
成城,59-3,35.645049,139.600019,0,○,成城学園高等学校西側
成城,59-4,35.639663,139.591691,0,○,成城みつ池緑地保全地区西側
成城,59-5,35.641453,139.598901,0,○,成城北第二自転車等駐車場西側
成城,59-6,35.643904,139.589163,0,○,成城四丁目緑地西側
成城,59-7,35.640898,139.600429,0,○,成城六丁目事務所棟西側
祖師谷,59-8,35.642483,139.602535,0,○,祖師谷三丁目公園東側
成城,60-1,35.651701,139.601078,0,○,仙川（鞍橋南）
上祖師谷,60-2,35.653853,139.594196,0,○,上祖師谷四丁目公園南側
上祖師谷,60-3,35.654124,139.601938,0,○,上祖師谷パンダ公園西側
成城,60-4,35.652068,139.596388,0,○,都立総合工科高等学校東側
成城,60-5,35.6518,139.597797,0,○,千歳小学校北側
成城,60-6,35.647863,139.593519,0,○,都営成城アパートポンプ室西側
成城,60-7,35.647414,139.601256,0,○,成城学園第二グランド東側
上祖師谷,60-8,35.652802,139.599078,0,○,都立祖師谷公園南側
成城,60-9,35.648799,139.593547,0,○,都営成城アパート集会室北側
上祖師谷,61-1,35.664189,139.597372,0,○,駐車場東側
上祖師谷,61-2,35.66207,139.598057,0,○,上祖師谷二丁目ファミリー農園南側
上祖師谷,61-3,35.660167,139.592646,0,○,上祖師谷中学校西側
上祖師谷,61-4,35.659984,139.593175,0,○,上祖師谷中学校南側
上祖師谷,61-5,35.658884,139.598143,0,○,仙川（祖師谷中橋脇）
上祖師谷,61-6,35.659616,139.591951,0,○,畑東側
上祖師谷,61-7,35.657565,139.595254,0,○,畑南側
上祖師谷,61-8,35.656976,139.593267,0,○,上祖師谷五丁目公園南側
南烏山,62-1,35.668264,139.596337,0,○,成城消防署烏山出張所東側
南烏山,62-2,35.668479,139.600498,0,○,烏山区民センター前広場西側
南烏山,62-3,35.668222,139.597665,0,○,コーシャハイム千歳烏山１号棟東側
南烏山,62-4,35.66737,139.599444,0,○,京王線線路沿い（千歳烏山駅西）
南烏山,62-5,35.667388,139.601416,0,○,烏山中央自転車等駐車場東側
南烏山,62-6,35.666017,139.602479,0,○,千歳烏山南公園南側
南烏山,62-7,35.66751,139.599142,0,○,京王線線路沿い（千歳烏山駅西）
上祖師谷,62-8,35.663966,139.599194,0,○,上祖師谷広場東側
粕谷,63-1,35.662942,139.604941,0,○,水際の散歩道（粕谷区民センター脇）
粕谷,63-2,35.663788,139.604072,0,○,個人宅南側
上祖師谷,63-3,35.663113,139.601997,0,○,東台広場東側
上祖師谷,63-4,35.663189,139.600777,0,○,上祖師谷一丁目公園北側
上祖師谷,63-5,35.660844,139.601916,0,○,養鶏場北側
粕谷,63-6,35.662398,139.605381,0,○,水際の散歩道
粕谷,63-7,35.664257,139.605696,0,○,烏山土木公園管理事務所北西側
南烏山,64-1,35.669498,139.61138,0,○,個人宅北側
南烏山,64-2,35.665246,139.607859,0,○,駐車場東側
南烏山,64-3,35.668164,139.605798,0,○,南烏山ふれあいの家南側
粕谷,64-4,35.666798,139.61042,0,○,烏山ふれあい散歩道（芦花中学校北側）
南烏山,64-5,35.667836,139.612523,0,○,南烏山なんてん公園東側
粕谷,64-6,35.666398,139.612641,0,○,烏山ふれあい散歩道（南烏山１－１遊び場脇）
粕谷,64-7,35.665386,139.610082,0,○,芦花中学校南側
南烏山,64-8,35.666027,139.607276,0,○,コーシャハイム芦花公園４号棟南側
粕谷,64-9,35.665495,139.611992,0,○,都営粕谷二丁目アパート西側
南烏山,65-1,35.671446,139.598547,0,○,南烏山六丁目広場北側
南烏山,65-2,35.671941,139.601675,0,○,烏山中学校東側
南烏山,65-3,35.671888,139.600207,0,○,烏山中学校西側
南烏山,65-4,35.6709301,139.5985465,0,○,都営南烏山六丁目アパート２号棟南側
南烏山,65-5,35.670371,139.605931,0,○,公社南烏山三丁目住宅西側水路
南烏山,65-6,35.6710825,139.6027833,0,○,区立南烏山りんれい広場西側
南烏山,65-7,35.66836,139.601414,0,○,京王線線路沿い（千歳烏山駅東）
南烏山,65-8,35.671751,139.608659,0,○,烏山下宿広場南側
上北沢,66-1,35.675178,139.612286,0,○,都営上北沢五丁目第３アパート２号棟西側
北烏山,66-2,35.680865,139.600535,0,○,公社烏山北住宅２号棟西側
北烏山,66-3,35.6800379,139.5983757,0,○,北烏山二丁目公園西側
北烏山,66-4,35.678156,139.604366,0,○,個人宅西側
北烏山,66-5,35.677326,139.602041,0,○,烏山北保育園東側
北烏山,66-6,35.675859,139.604903,0,○,北烏山一丁目広場北側
北烏山,66-7,35.675864,139.602905,0,○,公社烏山北住宅１９号棟前公園南側
北烏山,66-8,35.6750102,139.6056674,0,○,烏山公園東側
北烏山,67-1,35.679664,139.594589,0,○,専光寺西側
北烏山,67-2,35.673047,139.59932,0,○,烏山北小学校西側
北烏山,67-3,35.676557,139.600375,0,○,個人宅西側
北烏山,67-4,35.67275,139.600931,0,○,北烏山三丁目公園南側
北烏山,67-5,35.674024,139.600024,0,○,烏山北小学校東側
北烏山,67-6,35.672988,139.603759,0,○,公社烏山松葉通住宅１０号棟南側
北烏山,67-7,35.6762,139.597709,0,○,カクヤス城西センター北側
北烏山,67-8,35.672535,139.597058,0,○,西之谷公園北側
北烏山,68-1,35.675234,139.589577,0,○,区営北烏山八丁目アパート南側
北烏山,68-2,35.67952,139.593003,0,○,妙壽寺西側
北烏山,68-3,35.677459,139.589932,0,○,日本女子体育大学北側
北烏山,68-4,35.676473,139.591774,0,○,北烏山ファミリー農園東側
北烏山,68-5,35.676085,139.589915,0,○,日本女子体育大学陸上競技場南側
北烏山,68-6,35.680594,139.593885,0,○,日本女子体育大学運動場東側
北烏山,68-7,35.676446,139.5879952,0,○,日本女子体育大学西側
北烏山,68-8,35.676548,139.597696,0,○,寺町通り区民集会所南側
北烏山,69-1,35.67266,139.592115,0,○,UR都市機構シティハイツ烏山東側
給田,69-2,35.672223,139.588485,0,○,給田五丁目公園東側
北烏山,69-3,35.672613,139.593803,0,○,北烏山九丁目公園東側
給田,69-4,35.670717,139.59302,0,○,給田小学校南側
北烏山,69-5,35.673779,139.592966,0,○,(株)INPEX技術研究所北側
北烏山,69-6,35.673732,139.591664,0,○,北烏山えのき公園東側
給田,69-7,35.670626,139.589158,0,○,公社給田西住宅駐車場南側
給田,69-8,35.668396,139.591858,0,○,給田放置自転車等保管所東側
給田,70-1,35.667151,139.593546,0,○,ヒロハウス西側
給田,70-2,35.663562,139.593551,0,○,烏山小学校東側
給田,70-3,35.66531,139.595576,0,○,佼成学園女子高校西側
給田,70-4,35.66491,139.592905,0,○,給田保育園南側
給田,70-5,35.662791,139.588254,0,○,真光寺北側
給田,70-6,35.663308,139.592034,0,○,烏山小学校西側
給田,70-7,35.662651,139.591973,0,○,六所神社西側
給田,70-8,35.664005,139.595197,0,○,佼成学園幼稚園東側
砧,71-1,35.644062,139.614107,0,○,山野小学校第二校庭北側
砧,71-2,35.643802,139.615426,0,○,富士見公園東側
砧,71-3,35.642356,139.611742,0,○,西山野公園南側
砧,71-4,35.643135,139.6161,0,○,東京都水道局大蔵給水所北側
砧,71-5,35.643538,139.613673,0,○,山野小学校北側
砧,71-6,35.642651,139.613243,0,○,山野小学校東側
砧,71-7,35.640673,139.612005,0,○,草山公園西側
砧,71-8,35.638845,139.614105,0,○,観音公園東側
砧,72-1,35.634418,139.609299,0,○,日本大学商学部南側
砧,72-2,35.638535,139.603851,0,○,仙川（打越橋脇）
砧,72-3,35.638,139.60536,0,○,ゆかり文化幼稚園西側
砧,72-4,35.638534,139.606659,0,○,砧七丁目広場東側
砧,72-5,35.637954,139.610201,0,○,砧五丁目ファミリー農園南側
砧,72-6,35.637128,139.607685,0,○,個人宅西側
砧,72-7,35.634012,139.605743,0,○,仙川（石井戸橋脇）
砧,72-8,35.639151,139.610002,0,○,砧五丁目北公園南側
砧,73-1,35.6372261,139.6148973,0,○,都営砧一丁目アパート２号棟西側
大蔵,73-2,35.631847,139.613461,0,○,国立成育医療研究センター南側
砧,73-3,35.63744,139.612243,0,○,砧郵政宿舎西側
砧,73-4,35.640166,139.61857,0,○,砧一丁目広場北側
大蔵,73-5,35.635105,139.617296,0,○,駐車場北側
大蔵,73-6,35.635024,139.615267,0,○,個人宅北側
大蔵,73-7,35.632622,139.615265,0,○,サレジアン国際学園世田谷中学高等学校南側
大蔵,73-8,35.633873,139.621676,0,○,世田谷市場駐輪場東側
大蔵,74-1,35.6278537,139.610637,0,○,仙川（清水橋東）
大蔵,74-2,35.62891,139.6108556,0,○,大蔵運動公園南西側
大蔵,74-3,35.6322196,139.6081983,0,○,仙川（上谷戸橋脇）
大蔵,74-4,35.628008,139.606769,0,○,田直公園北側
大蔵,74-5,35.628933,139.609145,0,○,仙川（石井戸公園向かい）
大蔵,74-6,35.629903,139.608048,0,○,個人宅西側
大蔵,74-7,35.629743,139.614773,0,○,大蔵運動公園東側
岡本,75-1,35.6277658,139.6164619,0,○,谷戸川（庚申橋脇）
岡本,75-2,35.6239121,139.6191946,0,○,谷戸川（七之橋脇）
岡本,75-3,35.6194249,139.6197678,0,○,都立世田谷総合高等学校東側
岡本,75-4,35.624739,139.614198,0,○,玉川幼稚園西側
岡本,75-5,35.624931,139.619414,0,○,岡本地区会館南側
岡本,75-6,35.62356,139.617291,0,○,岡本福祉作業ホ－ム東側
岡本,75-7,35.62053,139.617748,0,○,都立世田谷総合高等学校西側
岡本,75-8,35.626004,139.619501,0,○,谷戸川（世田谷岡本郵便局前）
宇奈根,76-1,35.620509,139.60013,0,○,宇奈根龍王公園南側
鎌田,76-2,35.622606,139.61179,0,○,砧南小学校西側
宇奈根,76-3,35.6235,139.602685,0,○,宇奈根地区会館東側
鎌田,76-4,35.622026,139.613547,0,○,砧南中学校北側
宇奈根,76-5,35.619534,139.606598,0,○,駒澤大学玉川校舎西側
鎌田,76-6,35.617421,139.613271,0,○,砧下浄水所用地北側
鎌田,76-7,35.621659,139.610158,0,○,野川（天神森橋脇）
鎌田,76-8,35.617001,139.617467,0,○,鎌田１－６遊び場南側
大蔵,76-9,35.6261799,139.6119788,0,○,仙川（氷川橋脇）
喜多見,77-1,35.626262,139.60147,0,○,喜多見小学校北側
喜多見,77-2,35.631787,139.6058228,0,○,砧小学校北側
喜多見,77-3,35.62328,139.595636,0,○,喜多見まえこうち緑道
喜多見,77-4,35.6284048,139.5980172,0,○,喜多見５－２１遊び場（竹山緑地西側）
喜多見,77-5,35.625594,139.600813,0,○,喜多見小学校西側
喜多見,77-6,35.628755,139.60102,0,○,喜多見複合施設南側
喜多見,77-7,35.622844,139.598326,0,○,喜多見１－４遊び場北側
喜多見,77-8,35.629365,139.603188,0,○,次大夫堀公園（水道橋脇）北側
喜多見,78-1,35.629612,139.593403,0,○,みやっぱら公園北側
喜多見,78-2,35.633186,139.596691,0,○,野川（雁追橋脇）
喜多見,78-3,35.6310667,139.5986547,0,○,次大夫掘公園西側
喜多見,78-4,35.6233638,139.5911801,0,○,砧浄水場西側
喜多見,78-5,35.6254946,139.5936961,0,○,喜多見中学校南側
喜多見,78-6,35.624005,139.595359,0,○,喜多見公園東側
喜多見,78-7,35.63389,139.592611,0,○,滝下橋緑道
喜多見,78-8,35.624933,139.5954679,0,○,喜多見公園北側
喜多見,79-1,35.635411,139.593059,0,○,野川（中之橋脇）
喜多見,79-2,35.641514,139.587564,0,○,きたみふれあい広場西口前
喜多見,79-3,35.63859,139.58933,0,○,小田急電鉄(株)喜多見総合事務所西側
喜多見,79-4,35.637305,139.588171,0,○,カトリック礼拝会南側
喜多見,79-5,35.637237,139.589802,0,○,オダクル喜多見第１南側
喜多見,79-6,35.637985,139.591336,0,○,野川（きたみふれあい広場脇）
喜多見,79-7,35.6418057,139.587037,0,○,きたみふれあい広場
下馬,80-1,35.6409508,139.6756123,0,○,都営下馬二丁目アパート２号棟西側
下馬,80-2,35.642426,139.6775,0,○,こどものひろば公園北側
下馬,80-3,35.6430062,139.6775522,0,○,都営下馬アパート９号棟東側
下馬,80-4,35.64156174,139.6757712,0,○,都立青鳥特別支援学校南西側
下馬,80-5,35.641567,139.677247,0,○,こどものひろば公園南側
下馬,80-6,35.642814,139.679393,0,○,こどものひろば公園東側
下馬,80-7,35.642352,139.678912,0,○,こどものひろば公園南側（下馬防災倉庫前）
下馬,81-1,35.6399446,139.6803402,0,○,駒繋小学校西側
下馬,81-2,35.637873,139.684106,0,○,蛇崩川緑道
下馬,81-3,35.6404695,139.680744,0,○,駒繋小学校北側
下馬,81-4,35.63829,139.683472,0,○,東急バス(株)下馬営業所西側
下馬,81-5,35.6397904,139.67801,0,○,西澄寺北側
下馬,81-6,35.6395076,139.6810533,0,○,駒繋小学校南側
下馬,81-7,35.639562,139.678683,0,○,西澄寺東側
下馬,81-8,35.640144,139.681174,0,○,駒繋小学校東側
下馬,82-1,35.637443,139.681279,0,○,駒繋公園南側
下馬,82-2,35.637603,139.679221,0,○,駒留中学校東側
下馬,82-3,35.637172,139.677042,0,○,駒留中学校西側
下馬,82-4,35.634852,139.675787,0,○,東京学芸大学附属高校西側
下馬,82-5,35.634883,139.678855,0,○,東京学芸大学附属高校北側
下馬,82-6,35.634132,139.678813,0,○,東京学芸大学附属高校東側
下馬,82-7,35.632935,139.679544,0,○,下馬公園西側
下馬,82-8,35.632956,139.677602,0,○,下馬中央公園南側
野沢,83-1,35.6322142,139.6732316,0,○,中丸小学校東側
野沢,83-2,35.6325455,139.6734998,0,○,中丸小学校北側
野沢,83-3,35.6317,139.675441,0,○,野沢公園西側
野沢,83-4,35.6314714,139.6705286,0,○,龍雲寺駐車場北側
野沢,83-5,35.63087,139.672557,0,○,(株)野沢園南側
野沢,83-6,35.628297,139.676561,0,○,南原公園東側
野沢,83-7,35.632042,139.672764,0,○,中丸小学校南側
野沢,83-8,35.632186,139.675972,0,○,野沢公園北側
上馬,84-1,35.638602,139.667469,0,○,墓地西側
野沢,84-2,35.6330544,139.6706714,0,○,鶴ケ久保公園南側
野沢,84-3,35.634779,139.668905,0,○,龍雲寺墓地西側
上馬,84-4,35.636872,139.668473,0,○,上馬公園南側
野沢,84-5,35.634674,139.670495,0,○,旭小学校東側
野沢,84-6,35.634654,139.669768,0,○,旭小学校南側
野沢,84-7,35.634599,139.671135,0,○,野沢地区会館南側
野沢,84-8,35.6332713,139.6708149,0,○,鶴ケ久保公園北側
野沢,84-9,35.63392,139.667668,0,○,野沢二丁目公園南側
上馬,85-1,35.63839243,139.6665467,0,○,中里地区会館東側
上馬,85-2,35.639366,139.667278,0,○,上馬二丁目公園西側
上馬,85-3,35.639102,139.665338,0,○,衆議院上馬寮南側
上馬,85-4,35.639301,139.6648139,0,○,上馬北公園西側
上馬,85-5,35.638884,139.666943,0,○,中里地区会館北側
上馬,85-6,35.637907,139.665082,0,○,上馬塩田緑地東側
上馬,85-7,35.639486,139.665597,0,○,衆議院上馬寮東側
野沢,86-1,35.63186798,139.667156,0,○,共同住宅建設現場仮囲い南側
上馬,86-2,35.63539,139.66256,0,○,(学)東育学院コドモの園幼稚園南側
上馬,86-3,35.6363512,139.6623344,0,○,児童養護施設東京育成園北側
野沢,86-4,35.63236896,139.6685616,0,○,野沢４丁目８番植栽東側
上馬,86-5,35.63466355,139.6626401,0,○,上馬マンション北側
野沢,86-6,35.630104,139.671513,0,○,野沢四丁目東整圧器室北側
野沢,86-7,35.6319641,139.6681466,0,○,東京電力(株)駒沢変電所西側
野沢,86-8,35.633316,139.665175,0,○,野沢児童遊園西側
駒沢,87-1,35.635635,139.655927,0,○,駒沢中学校西側
上馬,87-2,35.637623,139.658722,0,○,東海輸送駐車場西側
上馬,87-3,35.638345,139.659802,0,○,区営上馬四丁目アパート２号棟東側
上馬,87-4,35.640043,139.660814,0,○,駒留公園南側
駒沢,87-5,35.636457,139.656391,0,○,駒沢中学校東側
駒沢,87-6,35.6367227,139.6557149,0,○,駒沢中学校北側
上馬,87-7,35.640532,139.655763,0,○,上馬五丁目郵政宿舎西側
上馬,87-8,35.638044,139.656592,0,○,小泉公園北側
駒沢,88-1,35.632917,139.657244,0,○,駒沢小学校北側
駒沢,88-2,35.63044,139.657324,0,○,駒沢一丁目西公園北側
駒沢,88-3,35.631225,139.659239,0,○,松之木都市林南側
駒沢,88-4,35.629314,139.659698,0,○,駒澤大学東側
駒沢,88-5,35.629391,139.656706,0,○,三菱重工駒沢社宅西側
駒沢,88-6,35.632262,139.652405,0,○,駒沢はらっぱプレーパーク西側
駒沢,88-7,35.632294,139.652931,0,○,駒沢緑泉公園西側
駒沢,88-8,35.63244,139.657996,0,○,駒沢小学校南側
新町,89-1,35.632508,139.649685,0,○,旧昭和オプトロニクス(株)南側
新町,89-2,35.632667,139.6491722,0,○,旧昭和オプトロニクス（株）西側
新町,89-3,35.6309224,139.6472217,0,○,新町２－２５遊び場東側
新町,89-4,35.6287622,139.6485893,0,○,個人タクシー事業団協同組合南側
新町,89-5,35.629347,139.647806,0,○,新町南公園西側
新町,89-6,35.6303566,139.6475257,0,○,都営新町二丁目アパート３号棟東側
新町,89-7,35.6303566,139.6468925,0,○,新町２－２５遊び場南側
桜新町,90-1,35.628026,139.645248,0,○,桜新町さくらっ子公園西側
桜新町,90-2,35.632562,139.640403,0,○,個人宅南側
桜新町,90-3,35.632906,139.644769,0,○,世田谷新町公園南側
桜新町,90-4,35.627735,139.643642,0,○,桜新町一丁目緑地北側
桜新町,90-5,35.6300898,139.6418825,0,○,駐車場東側
桜新町,90-6,35.628302,139.644167,0,○,桜新町区民集会所東側
桜新町,90-7,35.632754,139.6440866,0,○,桜新町放置自転車等保管所南側
桜新町,90-8,35.6330312,139.6437025,0,○,桜新町放置自転車等保管所西側
深沢,91-1,35.6245964,139.6546811,0,○,駒澤大学深沢校舎南側
新町,91-2,35.626409,139.649095,0,○,深沢中学校東側
深沢,91-3,35.625131,139.653856,0,○,駒澤大学深沢校舎西側
新町,91-4,35.62596,139.648385,0,○,深沢中学校南側
深沢,91-5,35.623725,139.6488487,0,○,都立深沢高等学校東側
深沢,91-6,35.6215448,139.6528898,0,○,醫王寺南側
深沢,91-7,35.621183,139.651026,0,○,日本体育大学南側
駒沢公園,92-1,35.625139,139.656453,0,○,都立駒沢オリンピック公園硬式野球場西側
駒沢,92-2,35.626603,139.655973,0,○,個人宅西側
新町,92-3,35.627366,139.651504,0,○,深沢小学校西側
新町,92-4,35.626926,139.65056,0,○,深沢広場北側
駒沢,92-5,35.626848,139.652819,0,○,駒沢４－３３遊び場西側
新町,92-6,35.6285202,139.6519198,0,○,新町一丁目公園西側
駒沢公園,92-7,35.623314,139.659969,0,○,都立駒沢オリンピック公園弓道場南側
新町,92-8,35.6277491,139.6519653,0,○,深沢小学校北側
深沢,93-1,35.617664,139.658988,0,○,東深沢小学校南側
深沢,93-2,35.620856,139.659879,0,○,東京学芸大学附属世田谷中学校東側
深沢,93-3,35.618859,139.660547,0,○,個人宅南側
深沢,93-4,35.619212,139.656637,0,○,東京学芸大学附属世田谷小学校西側
深沢,93-5,35.619042,139.653327,0,○,東深沢中学校西側
深沢,93-6,35.618214,139.658155,0,○,東深沢小学校北側
深沢,93-7,35.61868173,139.6575258,0,○,東京学芸大学附属世田谷小学校南側
深沢,93-8,35.616319,139.658141,0,○,深沢公園東側
深沢,93-9,35.620665,139.657932,0,○,東京学芸大学附属世田谷中学校西側
用賀,94-1,35.6246246,139.6422448,0,○,桜町小学校北側
用賀,94-2,35.623019,139.637578,0,○,谷沢川（宇佐前橋脇）
中町,94-3,35.6232136,139.6431759,0,○,日体幼稚園北側
用賀,94-4,35.62279,139.636154,0,○,個人宅北側
用賀,94-5,35.62457853,139.6428426,0,○,桜町小学校東側
深沢,94-6,35.624761,139.646441,0,○,深沢の杜緑地東側
用賀,94-7,35.623785,139.642375,0,○,桜町小学校南側
用賀,94-8,35.622169,139.6382599,0,○,谷沢川（栄橋脇）
用賀,95-1,35.629375,139.631413,0,○,京西小学校第二校庭南側
用賀,95-2,35.6260497,139.6317054,0,○,用賀高架下広場北側
用賀,95-3,35.62872,139.631121,0,○,京西小学校西側
用賀,95-4,35.6252485,139.6391577,0,○,用賀二丁目広場南側
用賀,95-5,35.626809,139.630194,0,○,エコプラザ用賀南側
用賀,95-6,35.627199,139.639307,0,○,都立桜町高等学校北側
用賀,95-7,35.627078,139.631978,0,○,用賀くすのき公園南側
用賀,95-8,35.625759,139.638111,0,○,用賀二丁目北広場南側
用賀,95-9,35.626539,139.640838,0,○,都立桜町高等学校東側
上用賀,96-1,35.629758,139.627956,0,○,用賀中学校南側
上用賀,96-2,35.634161,139.6341,0,○,都営上用賀一丁目アパート１号棟西側
上用賀,96-3,35.633732,139.634563,0,○,上用賀第二広場東側
上用賀,96-4,35.63343,139.628891,0,○,上用賀３丁目１９番西側
上用賀,96-5,35.631351,139.629655,0,○,上用賀３－８遊び場南側
上用賀,96-6,35.6317171,139.6251888,0,○,上用賀放置自転車等保管所西側
上用賀,96-7,35.629622,139.626736,0,○,用賀中学校西側
上用賀,96-8,35.630694,139.627197,0,○,用賀中学校北側
上用賀,97-1,35.637954,139.626534,0,○,関東中央病院東側
上用賀,97-2,35.637771,139.624949,0,○,関東中央病院西側
上用賀,97-3,35.6380697,139.6305286,0,○,馬事公苑西側
上用賀,97-4,35.63625,139.631051,0,○,上用賀四丁目管理地
上用賀,97-5,35.63622,139.62702,0,○,用賀小学校東側
上用賀,97-6,35.638281,139.628224,0,○,上用賀公園西側
上用賀,97-7,35.634956,139.627274,0,○,用賀公園南側
上用賀,97-8,35.635397,139.626485,0,○,用賀小学校南側
瀬田,98-1,35.625549,139.623345,0,○,フラワーランド（瀬田農業公園）南側
玉川台,98-2,35.625571,139.629073,0,○,玉川台二丁目五郎様の森緑地北側
瀬田,98-3,35.625017,139.625184,0,○,駐車場北側
玉川台,98-4,35.625425,139.629511,0,○,玉川台二丁目五郎様の森緑地東側
玉川台,98-5,35.624937,139.628889,0,○,玉川台二丁目五郎様の森緑地西側
玉川台,98-6,35.623533,139.630944,0,○,玉川台中広場南側
玉川台,98-7,35.623078,139.633739,0,○,個人宅南側
玉川台,98-8,35.6253117,139.6306362,0,○,玉川台二丁目公園西側
瀬田,99-1,35.6219466,139.6270179,0,○,かさ守稲荷神社東側
瀬田,99-2,35.621332,139.636044,0,○,東京電力(株)用賀変電所西側
瀬田,99-3,35.617584,139.633671,0,○,瀬田中学校東側
瀬田,99-4,35.618557,139.633091,0,○,瀬田中学校北側
瀬田,99-5,35.617903,139.631635,0,○,瀬田小学校南側
瀬田,99-6,35.615128,139.63203,0,○,セント・メリーズインターナショナル・スクール西側
瀬田,99-7,35.622,139.623296,0,○,瀬田四丁目旧小坂緑地東側
瀬田,99-8,35.617698,139.632443,0,○,瀬田中学校南側
玉川,100-1,35.6158074,139.6265158,0,○,二子玉川小学校東側
玉川,100-2,35.616982,139.622616,0,○,砧線跡地歩行者自転車道
玉川,100-3,35.619877,139.62319,0,○,丸子川（区立瀬田四丁目南緑地付近）
玉川,100-4,35.616718,139.626718,0,○,二子玉川小学校北側
玉川,100-5,35.6179567,139.6267557,0,○,丸子川（治大夫橋東）
玉川,100-6,35.61771,139.624383,0,○,玉川保育園東側
玉川,100-7,35.614825,139.624288,0,○,谷川緑道
玉川,100-8,35.6150472,139.6270057,0,○,はなみずき広場西側
上野毛,101-1,35.61380568,139.6369101,0,○,多摩美術大学南側
上野毛,101-2,35.6103469,139.6351163,0,○,丸子川（稲荷橋脇）
玉川,101-3,35.613199,139.630769,0,○,丸子川
玉川,101-4,35.6104212,139.6337243,0,○,旧都立玉川高等学校プール北側
玉川,101-5,35.610399,139.628295,0,○,玉川福祉作業所東側
玉川,101-6,35.60892901,139.6334753,0,○,旧都立玉川高等学校西側
